MPN,Manufacturer,Description,Symbol,Footprint,Resistance,Voltage,Power,Tolerance,Temperature Coefficient,Type,RoHS,Mouser PN,JLCPCB Type,JLCPCB PN,Datasheet
1206W4F3000T5E,Uniroyal Electronics Industry,300R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,300R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F3000T5E,Basic,C17887,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
MCR006YLPJ331,ROHM Semiconductor,330R 5% 0201 General Thick Film Resistor,Device:R,Chip:RESC0603X26_NOMB,330R,25V,50mW,±5%,±200ppm/°C,Thick Film,Compliant,N/A,Preferred,C2845202,https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf
0402WGF3300TCE,Uniroyal Electronics Industry,330R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,330R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF3300TCE,Basic,C25104,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3300T5E,Uniroyal Electronics Industry,330R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,330R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3300T5E,Basic,C23138,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3300T5E,Uniroyal Electronics Industry,330R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,330R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3300T5E,Basic,C17630,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
FRC1206F3300TS,Fojan Electronics,330R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,330R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C2933675,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590912227518337024
0603WAF3600T5E,Uniroyal Electronics Industry,360R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,360R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3600T5E,Preferred,C25194,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3900T5E,Uniroyal Electronics Industry,390R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,390R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3900T5E,Basic,C23151,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3900T5E,Uniroyal Electronics Industry,390R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,390R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3900T5E,Basic,C17655,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4300T5E,Uniroyal Electronics Industry,430R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,430R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4300T5E,Preferred,C23170,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF4700TCE,Uniroyal Electronics Industry,470R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,470R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF4700TCE,Basic,C25117,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4700T5E,Uniroyal Electronics Industry,470R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,470R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4700T5E,Basic,C23179,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4700T5E,Uniroyal Electronics Industry,470R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,470R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4700T5E,Basic,C17710,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF5100TCE,Uniroyal Electronics Industry,510R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,510R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF5100TCE,Basic,C25123,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5100T5E,Uniroyal Electronics Industry,510R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,510R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5100T5E,Basic,C23193,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F5100T5E,Uniroyal Electronics Industry,510R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,510R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F5100T5E,Basic,C17734,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5600T5E,Uniroyal Electronics Industry,560R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,560R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5600T5E,Basic,C23204,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F5600T5E,Uniroyal Electronics Industry,560R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,560R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F5600T5E,Basic,C28636,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF6200T5E,Uniroyal Electronics Industry,620R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,620R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF6200T5E,Preferred,C23220,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
AC2512JK-07620RL,Yageo,620R 5% 2512 Automotive Thick Film Resistor,Device:R,Chip:RESC6332X75_NOMB,620R,200V,1W,±5%,±100ppm/°C,Thick Film,Compliant,603-AC2512JK-07620RL,Preferred,C231048,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-AC_51_RoHS_L_11.pdf
0402WGF6800TCE,Uniroyal Electronics Industry,680R 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,680R,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF6800TCE,Preferred,C25130,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF6800T5E,Uniroyal Electronics Industry,680R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,680R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF6800T5E,Basic,C23228,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F6800T5E,Uniroyal Electronics Industry,680R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,680R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F6800T5E,Basic,C17798,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF7500T5E,Uniroyal Electronics Industry,750R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,750R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF7500T5E,Preferred,C23241,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F7500T5E,Uniroyal Electronics Industry,750R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,750R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F7500T5E,Preferred,C17818,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F7500T5E,Uniroyal Electronics Industry,750R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,750R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F7500T5E,Preferred,C17985,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF8200T5E,Uniroyal Electronics Industry,820R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,820R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF8200T5E,Basic,C23253,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F8200T5E,Uniroyal Electronics Industry,820R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,820R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F8200T5E,Preferred,C17837,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF1001TCE,Uniroyal Electronics Industry,1k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,1k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1001TCE,Basic,C11702,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1001T5E,Uniroyal Electronics Industry,1k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1001T5E,Basic,C21190,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1001T5E,Uniroyal Electronics Industry,1k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1001T5E,Basic,C17513,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1001T5E,Uniroyal Electronics Industry,1k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,1k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1001T5E,Basic,C4410,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1101T5E,Uniroyal Electronics Industry,1.1k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.1k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1101T5E,Preferred,C22764,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF1201TCE,Uniroyal Electronics Industry,1.2k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,1.2k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1201TCE,Preferred,C25862,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1201T5E,Uniroyal Electronics Industry,1.2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1201T5E,Basic,C22765,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1201T5E,Uniroyal Electronics Industry,1.2k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1.2k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1201T5E,Basic,C17379,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
CR0805F81401G,LIZ Electronics,1.4k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1.4k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C101470,https://www.lizgroup.com/images/userfile/file/1582705884f790ef522c90a7a1.pdf
0402WGF1501TCE,Uniroyal Electronics Industry,1.5k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,1.5k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1501TCE,Basic,C25867,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1501T5E,Uniroyal Electronics Industry,1.5k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.5k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1501T5E,Basic,C22843,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1501T5E,Uniroyal Electronics Industry,1.5k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1.5k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1501T5E,Basic,C4310,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1801T5E,Uniroyal Electronics Industry,1.8k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1.8k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1801T5E,Preferred,C17398,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1801T5E,Uniroyal Electronics Industry,1.8k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.8k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1801T5E,Basic,C4177,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
FRC0603F5601TS,Fojan Electronics,1.96k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.96k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C2998107,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590912227518337024
0402WGF2001TCE,Uniroyal Electronics Industry,2k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,2k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF2001TCE,Basic,C4109,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2001T5E,Uniroyal Electronics Industry,2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2001T5E,Basic,C22975,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2001T5E,Uniroyal Electronics Industry,2k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2001T5E,Basic,C17604,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F2001T5E,Uniroyal Electronics Industry,2k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,2k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F2001T5E,Basic,C17944,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF2201TCE,Uniroyal Electronics Industry,2.2k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,2.2k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF2201TCE,Basic,C25879,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2201T5E,Uniroyal Electronics Industry,2.2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2.2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2201T5E,Basic,C4190,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2201T5E,Uniroyal Electronics Industry,2.2k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2.2k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2201T5E,Basic,C17520,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF2401TCE,Uniroyal Electronics Industry,2.4k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,2.4k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF2401TCE,Preferred,C25882,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2401T5E,Uniroyal Electronics Industry,2.4k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2.4k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2401T5E,Basic,C22940,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2401T5E,Uniroyal Electronics Industry,2.4k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2.4k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2401T5E,Basic,C17526,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2701T5E,Uniroyal Electronics Industry,2.7k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2.7k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2701T5E,Basic,C13167,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2701T5E,Uniroyal Electronics Industry,2.7k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2.7k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2701T5E,Basic,C17530,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3001T5E,Uniroyal Electronics Industry,3k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3001T5E,Basic,C4211,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3001T5E,Uniroyal Electronics Industry,3k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,3k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3001T5E,Basic,C17661,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF3301TCE,Uniroyal Electronics Industry,3.3k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,3.3k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF3301TCE,Basic,C25890,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3301T5E,Uniroyal Electronics Industry,3.3k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3.3k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3301T5E,Basic,C22978,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3301T5E,Uniroyal Electronics Industry,3.3k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,3.3k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3301T5E,Basic,C26010,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3601T5E,Uniroyal Electronics Industry,3.6k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3.6k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3601T5E,Basic,C22980,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3601T5E,Uniroyal Electronics Industry,3.6k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,3.6k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3601T5E,Preferred,C18359,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF3901TCE,Uniroyal Electronics Industry,3.9k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,3.9k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF3901TCE,Preferred,C51721,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3901T5E,Uniroyal Electronics Industry,3.9k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3.9k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3901T5E,Basic,C23018,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3901T5E,Uniroyal Electronics Industry,3.9k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,3.9k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3901T5E,Basic,C17614,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4301T5E,Uniroyal Electronics Industry,4.3k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,4.3k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4301T5E,Preferred,C23159,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4301T5E,Uniroyal Electronics Industry,4.3k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,4.3k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4301T5E,Preferred,C17667,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF4701TCE,Uniroyal Electronics Industry,4.7k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,4.7k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF4701TCE,Basic,C25900,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4701T5E,Uniroyal Electronics Industry,4.7k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,4.7k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4701T5E,Basic,C23162,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4701T5E,Uniroyal Electronics Industry,4.7k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,4.7k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4701T5E,Basic,C17673,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F4701T5E,Uniroyal Electronics Industry,4.7k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,4.7k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F4701T5E,Basic,C17936,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4991T5E,Uniroyal Electronics Industry,4.99k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,4.99k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4991T5E,Basic,C23046,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4991T5E,Uniroyal Electronics Industry,4.99k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,4.99k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4991T5E,Preferred,C17677,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF5101TCE,Uniroyal Electronics Industry,5.1k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,5.1k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF5101TCE,Basic,C25905,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5101T5E,Uniroyal Electronics Industry,5.1k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,5.1k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5101T5E,Basic,C23186,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F5101T5E,Uniroyal Electronics Industry,5.1k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,5.1k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F5101T5E,Basic,C27834,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
FRC0603F5361TS,Fojan Electronics,5.36k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,5.36k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C2930112,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590912227518337024
0402WGF5601TCE,Uniroyal Electronics Industry,5.6k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,5.6k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF5601TCE,Preferred,C25905,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5601T5E,Uniroyal Electronics Industry,5.6k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,5.6k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5601T5E,Basic,C23189,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
FRC0603F5601TS,Fojan Electronics,5.6k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,5.6k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C2907046,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590912227518337024
0805W8F5601T5E,Uniroyal Electronics Industry,5.6k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,5.6k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F5601T5E,Basic,C4382,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF6201T5E,Uniroyal Electronics Industry,6.2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,6.2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF6201T5E,Basic,C4260,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
